code,product_name,nutriscore_grade,ecoscore_grade,is_bio,Yuka_score,Yuka_class,fruits-vegetables-nuts-estimate-from-ingredients_serving,sugars_100g,energy_value,energy_unit,energy-kcal_value,saturated-fat_value,sodium_100g,proteins_100g,fiber_100g,fruits-vegetables-nuts-estimate-from-ingredients_serving,Nbr additifs √† risque,Nbr additifs √† risque mod√©r√©,Nbr additifs √† risque limit√©,Nbr additifs sans risque,additives_count
3335880006512,Ravioli Légumes sauce Toscane,c,a,TRUE,85,excellent,23.82,2.6,349,kJ,83,0.4,0.328,2.4,0,23.82,0,0,0,0,0
3222476101457,Raviolis au boeuf BIO,c,a,TRUE,79,excellent,19.9400000000001,3.2,490,kJ,117,1.1,0.368,4.1,1.5,19.9400000000001,0,0,0,0,0
3396410037451,Ravioli Fromages et Basilic,d,a,TRUE,79,excellent,1.75416666666665,2.6,1134,kJ,269,4.1,0.44,11,0,1.75416666666665,0,0,0,0,0
3760020509293,Coquillettes semi-complètes,a,b,TRUE,100,excellent,0,3.6,1512,kJ,357,0.3,0.008,12.3,4.9,0,0,0,0,0,0
3564707103237,Penne Rigate,a,b,TRUE,100,excellent,0,3.5,1504,kJ,355,0.1,0,12,2.5,0,0,0,0,0,0
3596710516001,Fusilli au blé complet,a,b,TRUE,100,excellent,0,3.5,1451,kJ,343,0.5,0.004,12,8,0,0,0,0,0,0
3564707000093,Coquillettes Bio,a,b,TRUE,100,excellent,0,3.5,1504,kJ,,0.1,0,12,2.5,0,0,0,0,0,0
3564707164474,Bio village,a,b,TRUE,100,excellent,0,3.5,335,kcal,335,0.1,0.012,12,2.5,,0,0,0,0,0
3245413942876,Ravioli bio carrefour emmental basilic,b,a,TRUE,82,excellent,0,2.3,1117,kJ,265,2.7,0.52,9.3,3,0,0,0,0,0,0
3493833100387,Ravioli au Bœuf Bio - 340 g,b,a,TRUE,85,excellent,0,2,269,kJ,71,0.5,0.2,3,0,0,0,0,0,0,0
3564707086646,Ravioli bio aux 3 fromages,c,a,TRUE,58,bon,0,3.5,1210,kJ,287,4.3,0.48,13,2.4,0,0,0,0,0,0
8022230010002,Tortelloni Ricotta e spinaci,c,a,TRUE,58,bon,9.0439453125,2.8,254,kcal,254,2.8,0.76,8.5,3.3,9.0439453125,0,0,0,1,1
3760098459124,"Ravioles fromages, ail & fines herbes BIO 250g",c,a,TRUE,58,bon,5,1.2,1168,kJ,278,5.4,0.276,11.4,1.8,5,0,0,0,0,0
3596710484287,Ravioli fromages bio,c,a,TRUE,48,médiocre,0,1.2,1161,kJ,275,3.9,0.52,12,2.4,0,0,0,0,0,0
3478820003643,spaghetti au quinoa curry curcuma,a,b,TRUE,100,excellent,0,2,1524,kJ,360,0,0,11,6.4,0,0,0,0,0,0
3257982267397,Ravioli Ricotta Epinards,b,a,TRUE,82,excellent,11.6,2.7999999523163,244,kcal,244,2,0.55999999046324,8.6000003814697,3.4,11.6,0,0,0,0,0
3222473658503,Ravioli ricotta épinard BIO,b,a,TRUE,94,excellent,10,1.4,1007,kJ,,2.4,0.264,8.6,2,10,0,0,0,0,0
3335880006413,Raviolis légumes sauce Toscane,c,a,TRUE,79,excellent,23.82,2.6,83,kcal,83,0.4,0.328,2.4,0,23.82,0,0,0,0,0
3760020509491,Ravioli de légumes,a,a,TRUE,88,excellent,48.53828125,3,319,kJ,76,0.2,0.26,2.3,1.4,48.53828125,0,0,0,0,0
3252970006170,Avoine Bio de France,a,b,TRUE,100,excellent,0,2.5,348,kcal,348,0.3,0,11,3,0,0,0,0,0,0
8076809570664,Barilla pates coquillettes bio 500g,a,a,TRUE,100,excellent,0,3.5,1521,kJ,359,0.5,0,12,3,0,0,0,0,0,0
8003740125363,Fusilli 36,a,b,TRUE,100,excellent,0,3.5,1451,kJ,343,0.5,0.00399999991059304,12,8,0,0,0,0,0,0
3250392066192,Raviolis aux légumes BIO 675g (bocal),a,a,TRUE,94,excellent,42.875634765625,3.7,303,kJ,72,0.2,0.32,2.1,2.1,42.875634765625,0,0,0,0,0
7610848552895,Gemüse spätzli,b,a,TRUE,88,excellent,19.234375,1.8,656,kj,155,0.5,0.4,6.9,1.9,19.234375,0,0,0,0,0
8005658018980,Quadrotti gorgonzola e noci,c,b,TRUE,33,médiocre,0,0.8,261,kcal,261,4.5,0.44,12,1.4,0,0,1,0,0,1
3596710484270,Ravioli légumes du soleil bio,c,a,TRUE,79,excellent,18,3.3,1065,kJ,252,0.8,0.6,7.2,2.3,18,0,0,0,0,0
3456300012255,Ravioli chèvre ciboulette,c,a,TRUE,76,excellent,37.6,4.7,103,kcal,103,1.2,0.212,3.1,0.5,37.6,0,0,0,0,0
3350033289284,"Ravioli épinards ricotta, sauce basilic et parmesan bio",c,a,TRUE,67,bon,29.69,0.5,648,kJ,155,2.1,0.484,4.3,1.9,29.69,0,0,1,0,1
8022230010606,RAVIOLIS AU PARMESAN,d,c,TRUE,48,médiocre,0.15625,2.6,253,kcal,253,4,0.72,12,1.1,0.15625,0,0,0,1,1
26022314,Spaghetti,a,b,TRUE,100,excellent,0,1.4,167,kcal,167,0.2,0.004,5,0,0,0,0,0,0,0
8032891769249,Spaghetti semi-complet,a,a,TRUE,100,excellent,0,5.5,361,kcal,361,0.4,0.02,11.8,4.7,0,0,0,0,0,0
3270190127833,Spaghetti,a,b,TRUE,100,excellent,0,3.5,354,kcal,354,0,0,12,2.5,0,0,0,0,0,0
4056489362449,Bio Spaghetti blé complet,a,b,TRUE,100,excellent,0,4,1407,kJ,336,0.5,0.012,12,11,0,0,0,0,0,0
3564707000086,Spaghettis,a,b,TRUE,100,excellent,0,3.5,1504,kJ,355,0.1,0.012,12,2.5,0,0,0,0,0,0
3250392254469,Ravioli 3 fromages bio 250g,c,a,TRUE,58,bon,0,1.7,1199,kJ,285,5.8,0.412,13,2.2,0,0,0,0,0,0
3222476859853,Ravioli épinard ricotta sauce basilic,c,a,TRUE,67,bon,21.075,0.5,648,kJ,155,2.1,0.48,4.3,1.9,21.075,0,0,1,0,1
3266191057071,Tortilliez cèpes,c,b,TRUE,79,excellent,9,1.9,287,kcal,287,2.4,0.3,9,0,9,0,0,0,0,0
3052420350019,Spaetzle bio,c,b,TRUE,79,excellent,0,0.4,185,kcal,185,1,0.44,5.8,0,0,0,0,0,1,1
3266140055127,Ravioli emmental & basilic,c,a,TRUE,73,bon,0,2.3,265,kcal,265,2.7,0.52,9.3,0,0,0,0,0,1,1
3329489600035,Pennes blanches,d,b,TRUE,49,médiocre,,0,358,kcal,358,0.2,1.2,0.01,3,,0,0,0,0,0
3380390175524,Spirales 3 couleurs blé & quinoa,a,b,TRUE,100,excellent,5,3,1488,kJ,,0.4,0.004,10.8,2.8,5,0,0,0,0,0
3560071251864,Fusilli au blé complet,a,b,TRUE,100,excellent,0,3,360,kcal,360,0.40000000596046,0,13,6,0,0,0,0,0,0
3760103149415,Vermicelles thaïs de riz,a,b,TRUE,100,excellent,0,0,1525,kJ,359,0.6,0,6.6,2.2,0,0,0,0,0,0
3760098459506,Gnocchi traditionnel à poêler BIO 300g,b,b,TRUE,85,excellent,0,0.8,610,kJ,144,0,0.308,2.8,2.4,0,0,0,0,0,0
3256223660225,Ravioli aux légumes Bio,c,a,TRUE,76,excellent,35.2180078125,3.5,372,kJ,,0.1,0.52,2.5,1.2,35.2180078125,0,0,0,0,0
3350030105822,Ravioli 4 fromages,c,b,TRUE,73,bon,0,2.5,1165,kJ,,4.3,0.324,13,1.6,0,0,0,0,1,1
3431590012857,Ravioli Ricotta & Epinards,c,a,TRUE,79,excellent,44.3,2.1,99,kcal,99,1.6,0.4,2.5,1.3,44.3,0,0,0,0,0
3456300002515,Bons Tuyaux Semi-complets,a,b,TRUE,100,excellent,0,3.6,1515,kJ,357,0.3,0.008,12.3,4.9,0,0,0,0,0,0
4056489705314,"Mezzelune butternut squash, ricotta & mascarpone",a,c,FALSE,90,excellent,85.2,6.9,214,kcal,214,1.6,0.244,7.4,3.2,85.2,0,0,0,1,1
8480000063632,Estrellas,a,b,FALSE,90,excellent,0,3.5,1531,kJ,366,0.3,0.016,12,4,0,0,0,0,0,0
8480000062383,Hélices. Pasta Alimenticia De Calidad Superior,a,b,FALSE,90,excellent,0,3.6,1510,kJ,361,0.3,0.004,13,3.5,0,0,0,0,0,0
8032891769492,Spirale complète d'épeautre de Tartarie Bio,a,a,FALSE,100,Excellent,0,3.5,344,kcal,344,0.6,0.004,11.5,5.8,0,0,0,0,0,0
3259011215430,Farfalle riz brun,a,b,FALSE,100,Excellent,0,0,1533,kJ,366,0.8,0.004,8.8,3.5,0,0,0,0,0,0
3245390065926,Crozet de Savoie,a,b,FALSE,90,Excellent,0,2.5,1550,kJ,366,0.8,0.1,13,3.5,0,0,0,0,0,0
3038356507604,Panzani Cous Cous Paste Fainoase,a,a,FALSE,90,Excellent,,3,1528,kJ,365,0.4,0.008,12,3.4,,0,0,0,0,0
3256220298896,Farfalle qualité supérieure,a,b,FALSE,90,Excellent,0,3,1500,kJ,354,0.3,0.008,12,3.5,0,0,0,0,0,0
8005709100084,Spaghetti,a,b,FALSE,90,Excellent,0,3.2,1501,kJ,354,0.3,0.002,14,2.7,0,0,0,0,0,0
5054781025276,Wholewheat Penne Pasta,a,b,FALSE,90,Excellent,0,0.5,621,kJ,147,0.2,0.004,4.8,3.7,0,0,0,0,0,0
4088600132037,wholewheat spaghetti,a,b,FALSE,90,Excellent,0,1.5,662,kJ,,0.2,0.004,5.5,3.8,0,0,0,0,0,0
8004690053195,Rigatoni,a,b,FALSE,90,Excellent,0,4,351,kcal,351,0.3,0,14,3,0,0,0,0,0,0
8480000063267,Macarrón,a,b,FALSE,90,Excellent,0,3.5,1550,kJ,366,0.3,0.016,12,4,0,0,0,0,0,0
3250390287735,Farfalles,b,b,FALSE,90,Excellent,0,6.3,1502,kJ,,0.3,0.004,10.8,0,0,0,0,0,0,0
3073190101069,Macaroni aux œufs frais,a,a,FALSE,90,Excellent,0,4.5,374,kcal,374,0.8,0.008,14,3,0,0,0,0,0,0
8005709104952,Fusilli,a,b,FALSE,90,Excellent,0,3.2,1501,kJ,354,0.3,0.002,14,2.7,0,0,0,0,0,0
20086497,Macaroni,a,b,FALSE,90,Excellent,0,3.2,1483,kJ,350,0.3,0,12.5,3.5,0,0,0,0,0,0
3250391968947,Crozets de Savoie au Sarrasin - Itinéraire des Saveurs,a,b,FALSE,90,Excellent,0,0.5,603,kJ,,0.3,0.036,5.3,1.4,0,0,0,0,0,0
8076800315097,N-Bucatini n°9,a,b,FALSE,90,Excellent,0,1,1487,kJ,355.4015,0.3,0.002,12.5,3,0,0,0,0,0,0
3660861021490,"Farfalles, Al dente en 3 minutes",a,b,FALSE,90,Excellent,0,6,355,kcal,355,0.3,0.008,13,3,0,0,0,0,0,0
8005709200128,chitarra,a,b,FALSE,90,Excellent,0,3.2,354,kcal,354,0.3,0.002,13.5,0,,0,0,0,0,0
3564700680667,Cannelloni à Farcir,a,b,FALSE,90,Excellent,0,2,1536,kJ,,0.4,0,12.5,2.6,0,0,0,0,0,0
3564700769034,Coudes rayés,a,b,FALSE,90,Excellent,0,3.5,1518,kJ,348,0.1,0,12,3,0,0,0,0,0,0
20163105,Hagebutte mit Hibiskus,b,b,FALSE,90,Excellent,0,0.2,2,kcal,2,0,0,0,0,0,0,0,0,0,0
8006090001301,Polenta Valtellinese,c,b,FALSE,90,Excellent,0,0.87999999523163,340,kcal,340,0.34999999403954,0.4,8.6999998092651,,0,0,0,0,0,0
8004690611517,Spaghetto quadrato,a,b,FALSE,90,Excellent,0,3.3,353,kcal,353,0.3,0.032,15,8,0,0,0,0,0,0
8009915002064,Conchiglie di mais,d,b,FALSE,84,Excellent,0,0.6,355,kcal,355,14,0.012,6.45,2,0,0,0,0,0,0
3560071486587,Ravioli bolognaise,b,d,FALSE,82,Excellent,11.5,2.2,108,kcal,108,1.6,0.4,5.3,1.1,11.5,0,0,0,0,0
3021690023909,Ravioli pur Bœuf sauce tomate cuisinée,b,b,FALSE,75,Excellent,32.72375,3.3,369,kJ,88,0.9,0.292,3.7,1.7,32.72375,0,0,0,0,0
7610849657766,Lasagne alla bolognese,b,d,FALSE,75,Excellent,5.201171875,0.9,136,kcal,136,2.6,0.4,9.8,1.5,5.201171875,0,0,0,0,0
3564700005965,Ravioli Bolognaise (Riche en viande),b,b,FALSE,75,Excellent,10.52634765625,3,101,kcal,101,1.2,0.28,5,1.5,10.52634765625,0,0,0,0,0
3564700005941,"Ravioli (Pur Bœuf, Sauce à l'italienne)",b,c,FALSE,75,Excellent,13.421875,2.7,86,kcal,86,0.8,0.28,4,1.5,13.421875,0,0,0,0,0
3245413965547,Ravioli,b,b,FALSE,75,Bon,11.921875,2.5,456,kJ,109,1,0.284,4.2,1.9,11.921875,0,0,0,0,0
20263836,,b,c,FALSE,75,Excellent,0,0.1,358,kcal,358,0.1,0.04,0.3,3.7,0,0,0,0,0,0
3222475412431,Ravioli au fromage sauce tomate,b,c,FALSE,72,Bon,8.046875,2.3,396,kj,94,1.3,0.308,3.5,1.7,8.046875,0,0,0,1,1
3021690011104,Ravioli Bolognaise (Sauce Riche en Bœuf),b,b,FALSE,72,Bon,39.9671052631579,3.2,100,kcal,100,1.5,0.3,4.4,1.7,39.9671052631579,0,0,0,0,0
8853662006833,Nouilles Soba,b,b,FALSE,72,Bon,0,0,2222,kJ,523,0,0.282,13.2,,0,0,0,0,0,0
3021690011111,Ravioli Bolognaise (Sauce Riche en Bœuf) Format Familial,b,b,FALSE,72,Bon,39.9671052631579,3.2,100,kcal,100,1.5,0.332,4.4,1.7,39.9671052631579,0,0,0,0,0
7627535394898,"Mah Mee, au poulet",b,d,FALSE,72,Bon,26.2920801026481,2.1,591,kJ,141,0.7,0.44,7.9,1.4,26.2920801026481,0,0,1,0,1
3263851612311,Cannelloni Pur boeuf,b,d,FALSE,69,Bon,15.820935,2.9,115,kcal,115,1.5,0.312,4.9,1.8,15.820935,0,0,1,0,1
3263851612090,Cannelloni pur boeuf,b,d,FALSE,69,Bon,16.425,3,127,kcal,127,1.7,0.36,5,,16.425,0,0,1,0,1
7624841620086,Gnocchi de patate,c,b,FALSE,69,Bon,0.5,2.5,598,kJ,141,0.2,0.44,2.7,1.5,0.5,0,0,0,0,0
434966,"Spinach, Ricotta & Lemon Girasoli",c,a,FALSE,69,Bon,10.5,1.8,218,kcal,218,4.8,0.344,7.1,2.2,10.5,0,0,0,0,0
3256222414225,Ravioli,b,c,FALSE,69,Bon,21.9625,3,84,kcal,84,0.8,0.324,3.7,1.7,21.9625,0,0,1,2,3
3270160492510,Cannelloni Bolognaise,b,d,FALSE,66,Bon,31.8532382246377,1.7,123,kcal,123,3.1,0.296,7.2,1.9,31.8532382246377,0,0,1,1,2
3229820803319,Kit bo bun,c,c,FALSE,66,Bon,2.37655258178711,7.4,638,kJ,153,0.9,0.8,3.7,1.4,2.37655258178711,0,0,1,5,6
7610227940602,Macaronis à la montagnarde,c,c,FALSE,63,Bon,6.465,1.2,139,kcal,139,3.1,0.372,4.7,1.2,6.465,0,0,0,0,0
3261055861009,Ravioli Pur Boeuf - L'Assiette XXL - 350 g - Panzani,b,b,FALSE,60,Bon,0,2.5,79,kcal,79,0.8,0.38,3.4,0,,0,0,2,1,3
3760019700229,Mezzaluna quatre fromages,c,c,FALSE,60,Bon,0,3.9,1046,kJ,253,4,0.44,9.9,1.1,0,0,0,1,2,3
3250392299163,Ravioli bœuf aux oeufs frais,b,b,FALSE,57,Bon,1.7,2.4,994,kJ,236,2.7,0.448,10.7,3,1.7,0,0,1,1,2
27063460,Macaroni ‘tomato’,b,c,FALSE,48,Médiocre,19,2.9,646,kJ,223,0.1,0.376,4.4,1.4,19,1,2,2,3,8
3175681061941,Coquillettes sans gluten  - Coquillettes,b,b,FALSE,48,Médiocre,0,0.2,1547,kJ,365,1,0.1016,7.1,1.3,0,1,0,0,0,1
8005121044089,Spaghetti Mais e Riso,b,b,FALSE,48,Médiocre,0,0.55,1510,kJ,356,0.59,0.0012,6.2,1.65,0,0,0,0,0,0
3560070708000,Ravioli Boeuf,b,b,FALSE,45,Médiocre,4.0015625,2,259,kcal,259,2.9,0.344,8.4,2.5,4.0015625,1,0,1,0,2
3760019700205,Mezzaluna Ricotta e Spinaci,d,b,FALSE,42,Médiocre,5,5.1,1022,kJ,242,2.5,0.548,9.3,1.2,5,0,0,1,1,2
8720812770114,Volcano Blast Flavour,c,c,FALSE,39,Médiocre,0.50783447265625,3.8,1443,kJ,345,0.4,0.292,7.5,0,0.50783447265625,5,1,4,4,14
21227080,Pastasalat Penne mit Feta und Paprika,c,b,FALSE,39,Médiocre,6.36588541666668,4.3,763,kJ,182,2.1,0.52,5.2,1.5,6.36588541666668,0,1,1,0,2
20070755,Beef Lasagne with beef and merlot ragu sauce,c,d,FALSE,39,Médiocre,11.4785714285714,1.4,197,kcal,197,5.8,0.304,9,2.1,11.4785714285714,3,0,3,5,11
4099200425870,Bio Ravioli,d,a,FALSE,37,Médiocre,19.1695149739583,2,243,kcal,243,7,0.3,2.9,,19.1695149739583,0,0,2,0,2
3052420400660,Ravioles à la viande,d,c,FALSE,37,Médiocre,0,1,248,kcal,248,4.7,0.6,10,,,0,0,0,2,2
4061461821623,Tasty noodles teriyaki,c,c,FALSE,36,Médiocre,1.74544921874999,2.7,474,kJ,113,2,0.348,2.2,,1.74544921874999,1,0,1,1,3
3036815444699,Daisuki,c,b,FALSE,36,Médiocre,0,0.6,95,kcal,95,1.9,0.304,2,0.1,,1,0,3,4,8
8001665128247,Gourmet Girasoli Ricotta Mit Mascarpone & Zartem Blattspinat,d,c,FALSE,35,Médiocre,10,3.3,1042,kJ,248,5.8,0.56,9,3.6,10,0,0,0,0,0
3266140051679,Ravioles du Dauphiné,d,c,FALSE,32,Médiocre,0,1.5,284,kcal,284,8.1,0.6,12.9,,0,0,0,0,0,0
8410069180049,Ravioli Quesos,c,c,FALSE,30,Médiocre,0,2.4,1028,kJ,244,3.4,0.52,10,4.9,0,3,0,1,1,5
3439496620084,Perline bœuf et jambon cru,d,e,FALSE,8,Mauvais,0,0.9,254,kcal,254,2.7,0.64,15,,,1,1,1,0,3
20579067,Siao long pao,d,c,FALSE,8,Mauvais,19,1.4,187,kcal,187,2.4,0.76,7.1,,19,1,1,2,3,7
4978065013449,播州の糸 そば,e,unknown,,30,Mediocre,0,63,355,kcal,355,0.5,0.88,14,3.7000000476837,0,0,0,0,0,0
8801073211216,Samyang 2X Spicy Bowl,e,unknown,,0,Mauvais,0,5.7142857142857,1694,kJ,409.52380952381,6.6666666666667,0.91428571428572,8.5714285714286,2.8571428571429,0,5,0,4,4,11
8801073142312,Buldak Spicy Chicken Carbonara,e,unknown,,0,Mauvais,0,3.85,560,kcal,560,9.997,1.02,6.92,2.31,0,0,0,5,3,10
8712857980962,Noocyicious,e,unknown,,0,Mauvais,0,0.98,510.42,kcal,510.42,8.05,1.396,11.38,1.8,,1,0,4,3,0
8720812770671,Hot Spicy ramen noodles,e,unknown,,0,Mauvais,2.48128628754785e-10,8.35,1672,kJ,400,7.69,1.048,7.09,,2.48128628754785e-10,2,1,3,4,10
6920802305841,Soba Noodles,e,unknown,,69,Bon,0,1.4,1489,kJ,356,0.4,0.4,17,,0,0,0,0,0,0
9555022301877,Mamee Monster BBQ Flavour Snack Noodles,e,unknown,,0,Mauvais,5.68181818181818,3.6,473,kJ,113,2,1.29,11.2,,5.68181818181818,3,0,3,2,8
8680908020021,Noodle,e,unknown,,0,Mauvais,0,4,467,kcal,467,8,1.6,10,,,2,0,3,2,0
6909146706897,Nouille Sec Kailo,e,unknown,,24,Mauvais,0,1.5,2001,kJ,477,8.9,0.7,10.8,,0,0,0,1,1,4
8697686705057,Noodle,e,unknown,,0,Mauvais,0,4,467,kcal,467,8,1.6,10,,,2,0,2,2,0
8901058898422,Maggi Special Masala,e,unknown,,0,Mauvais,0,2.3,1645,kJ,393,7.7,0.9393,9.6,2.3,0,1,0,3,3,7
4061464332935,Instant-Nudeln,e,unknown,,0,Mauvais,0,29,461,kcal,461,12,2.92,13,0,,5,1,2,1,0
8901058847000,Noodles,e,unknown,,0,Mauvais,0,1.8,396,kcal,396,9.9,104.16,8,2,0,1,0,3,0,5
4061464321007,Asia Instand Nudeln Schwein,e,unknown,,0,Mauvais,0,3,468,kcal,468,13,2.8,13,,0,3,0,1,0,11
8901014000012,Top Ramen Masala Noodles,e,unknown,,0,Mauvais,0,2.21,1927,kJ,460.32,8.12,2.004,8.88,,,1,0,3,1,0
8717163788240,Knorr Repas Express Grand Pasta Pot Carbonara 92g,e,unknown,,31,Mediocre,0.7,4.7,1852,kJ,444,11,1.2,12,2.2,0.7,1,0,1,1,2
3248830770718,"Nouilles à la Chinoise au Poulet, légumes croquants",a,e,,84,Excellent,5.1,2.2,430,kJ,102,0.4,0.268,5,1.8,5.1,0,0,0,0,0
3248830001645,Nouilles à la chinoise au poulet,a,e,,84,Excellent,55.3,3.4,515,kJ,122,0.4,0.312,7.3,1.9,55.3,0,0,0,0,0
8017596071859,Fusilli mais e riso,a,e,,49,Mediocre,0,0.6,1523,kJ,359,0.3,0.092,6.5,2,0,1,0,0,0,1
4002359671135,Nouilles en pot saveur poulet curry  Suzi Wan 62 g,c,e,,60,Bon,3.61749999999999,0.8,109,kcal,109,2.1,0.232,2.7,0.9,3.61749999999999,0,0,1,1,4
5901384506629,Yakisoba saveur Poulet pad thaï,unknown,e,,7,Mauvais,7.0171875,2.90000009536743,236,kcal,236,5.09999990463257,0.56,4.59999990463257,1,7.0171875,1,0,3,2,7
3222477067356,Tagliatelles recette aux oeufs frais,a,e,,90,Excellent,0,0,1161,kJ,274,0.7,0.02,10,2.3,0,0,0,0,0,0
8801073140622,Potato Ramen,e,unknown,,,,0,3.33,520,kcal,520,9,1.65,10,0.833,0,,,,,11
8801073110168,Samyang Lamen Assorted Vegetable,e,unknown,,,,0,3,475,kcal,475,8,0.724,9,0,0,,,,,0
8801073211506,Carbonara Buldak Spicy Chicken Flavor Ramen,e,unknown,,,,0,8.57,1966,kJ,470,11,1.13,6.67,0.952,0,,,,,0
3222472572947,Nouilles style chinoises aux œufs,c,e,,,,0,3.5,1517,kJ,358,0.7,0.368,12.5,0,0,,,,,2